440.628 0.6788964285714285 280
598.534 0.3411891304347826 460
726.484 0.3103907766990293 412
849.381 0.32321842105263154 380
966.576 0.3956655405405408 296
1093.898 0.546141630901287 233
1205.741 0.46378838174273823 241
1316.9 0.5418536585365861 205
1445.715 0.6249466019417467 206
1556.48 0.49860360360360384 222
1667.497 0.4700974576271186 236
1796.045 0.6117809523809531 210
1906.982 0.49489285714285713 224
2018.006 0.543872549019608 204
2147.023 0.7007608695652177 184
2257.884 0.5892925531914883 188
2368.714 0.5350386473429959 207
2484.842 0.6108052631578941 190
2607.834 0.6829000000000002 180
2718.642 0.6220898876404493 178
2831.918 0.6053315508021396 187
2958.687 0.6150582524271834 206
3069.483 0.5198028169014098 213
3180.68 0.4982914798206264 223
3309.426 0.6369702970297035 202
3420.257 0.5455763546798027 203
3531.276 0.5411707317073173 205
3660.157 0.7236292134831462 178
3770.756 0.6039344262295081 183
3881.801 0.5282809523809516 210
4010.552 0.6701718750000012 192
4121.492 0.48417467248908386 229
4232.756 0.5256208530805685 211
4348.039 0.6063421052631575 190
4471.86 0.6066225490196043 204
4582.754 0.5302296650717714 209
4695.42 0.5861874999999989 192
4822.411 0.6508871794871783 195
4932.917 0.5439852216748773 203
5043.711 0.5827210526315818 190
5172.193 0.7379540229885083 174
5283.083 0.5083165137614641 218
5393.926 0.5651428571428573 196
5522.851 0.6474773869346732 199
5633.644 0.5508358208955216 201
5744.573 0.5713969072164977 194
5861.251 0.6136789473684219 190
5987.459 0.51849090909091 220
6100.268 0.5393971291866047 209
6213.047 0.5607014925373135 201
6326.068 0.5204700460829493 217
6439.098 0.5792410256410268 195
6571.263 0.8153641975308639 162
6683.766 0.6012620320855598 187
6796.649 0.6483103448275891 174
6909.545 0.5423173076923061 208
7022.798 0.5144090909090913 220
7136.478 0.6380955056179782 178
7256.013 0.6599834254143665 181
7381.91 0.5772064220183493 218
7494.501 0.5409278846153842 208
7607.552 0.5484126213592231 206
7720.387 0.5903717277486885 191
7834.022 0.5185205479452036 219
7953.398 0.5935223880597004 201
8079.246 0.5197438016528936 242
8192.147 0.5199262672811084 217
8305.029 0.5844766839378243 193
8417.966 0.6486149425287379 174
8531.179 0.6182240437158482 183
8650.557 0.544762557077625 219
8776.628 0.6116601941747593 206
8889.603 0.532537735849053 212
9002.877 0.5494951456310675 206
9115.848 0.6378305084745799 177
9229.251 0.5555000000000005 204
9361.808 0.5914241071428624 224
9474.64 0.5294319248826302 213
9587.249 0.5598557213930301 201
9700.146 0.5876145833333339 192
9812.936 0.6159180327868838 183
9926.288 0.5663749999999982 200
10058.494 0.7103655913978527 186
10171.383 0.5151780821917832 219
10284.189 0.5472378640776687 206
10396.807 0.5741887755102095 196
10509.706 0.5641049999999995 200
10623.039 0.6155163043478317 184
10755.331 0.6481176470588252 204
10868.039 0.49401754385965096 228
10981.135 0.5306009389671363 213
11094.112 0.5534264705882325 204
11207.224 0.5917958115183217 191
11320.717 0.5907239583333327 192
11452.42 0.6421121951219503 205
11565.282 0.5103574660633432 221
11678.256 0.5453913043478203 207
11791.12 0.5320047169811399 212
11904.081 0.5789025641025662 195
12018.383 0.6207934782608726 184
12150.092 0.6515940594059466 202
12262.898 0.5608109452736316 201
12375.781 0.544971014492759 207
12489.122 0.5317511737089156 213
12601.873 0.6550813953488318 172
12715.916 0.5586568627450909 204
12847.248 0.5886278026905795 223
12959.984 0.5661356783919601 199
13072.597 0.5985957446808514 188
13185.621 0.680403614457821 166
13298.354 0.6056774193548335 186
13413.638 0.5731641791044783 201
13543.642 0.6629234693877504 196
13656.527 0.5423557692307668 208
13769.278 0.629463687150843 179
13882.709 0.5529512195122018 205
13995.54 0.667177514792903 169
14110.747 0.5257168949771671 219
14240.726 0.6525577889447255 199
14353.774 0.597708994708988 189
14466.736 0.5299765258215973 213
14579.936 0.5571576354679761 203
14693.223 0.5145954545454515 220
14807.697 0.5447523809523773 210
14938.886 0.7244198895027668 181
15052.141 0.5052767857142807 224
15165.109 0.578917948717954 195
15278.08 0.5480291262135933 206
15391.242 0.5709898989899015 198
15505.596 0.503431718061676 227
15636.65 0.6822187499999947 192
15749.619 0.515488584474885 219
15862.564 0.6068118279569903 186
15975.467 0.5907068062827263 191
16088.688 0.5413684210526346 209
